#,ID,DeliveryDate,DeliveryReference,Supplier_Name,ASN_Number,Expected_Cases,Expected_Lines,Estimated_Pallets,Estimated_Cages,Estimated_Totes,Cartons_Due,Pallets_Due,Ready_Label,Palletise,Wrap_Strap,Collar,Bagging_Required,Actual_Cases,Calc_Hours,Pallets_Arrived,Cartons_Arrived,Grid_No,Last_Saved,Total_Operatives,Total_Hours,Origin,Due_Time,SHIFT,PalletsCreated,CagesCreated,TotesCreated,NonEuroPallet,Supplier_Code,Delivery_Comments,StartTAGID,UpdatedByUsername,UpdatedByEmpNo,UpdatedByName,TotalShortRows,TotalExtraRows,GRID_SHIFT,LOCK_STATUS,STATUS,
784,784,12/11/2018 00:00,45090,MANN+HUMMEL (UK) LTD.,Y0157514,10109,206,78,7,511,0,35,YES,NO,NO,NO,NO,10109,56,0,0,,12/11/2018 13:08,0,0,UK,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
785,785,12/11/2018 00:00,IN28638,AXEL KUGELATADET,Y0157485,486,40,0,1,32,1,0,NO,NO,NO,NO,NO,486,5,0,0,,12/11/2018 13:08,0,0,Germany,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
786,786,12/11/2018 00:00,45108,NISSENS KOLERFABRIK A/S,Y0157500,158,37,5,7,2,0,10,NO,NO,NO,NO,NO,158,4,0,0,,12/11/2018 13:08,0,0,Denmark,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
787,787,12/11/2018 00:00,IN30478,NORMFEST GMBH,Y0157546,180,2,0,0,2,1,0,YES,NO,NO,NO,NO,180,0,0,0,,12/11/2018 13:08,0,0,Germany,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
788,788,12/11/2018 00:00,48564,PAMA & CO LTD,Y0157501,10,2,0,1,0,1,0,NO,NO,NO,NO,NO,10,0,0,0,,12/11/2018 13:08,0,0,UK,15:00 TO 17:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
789,789,12/11/2018 00:00,45126,BRAKE ENGINEERING,Y0157487,352,5,0,0,47,0,2,YES,NO,NO,NO,NO,352,3,0,0,,12/11/2018 13:08,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
790,790,12/11/2018 00:00,48597,BRAKE ENGINEERING,Y0157541,3,3,0,0,1,0,0,YES,NO,NO,NO,NO,3,0,0,0,,12/11/2018 13:08,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
791,791,12/11/2018 00:00,IN30248,PARKSAFE AUTOMOTIVE LIMITED,Y0157544,89,11,0,2,5,3,0,NO,NO,NO,NO,NO,89,1,0,0,,12/11/2018 13:08,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
792,792,12/11/2018 00:00,46922,PAPIERFABRIEK DOETINCHEM BV,Y0157305,3456,3,55,0,0,0,57,NO,NO,NO,NO,NO,3456,22,0,0,,12/11/2018 13:08,0,0,THE NETHERLANDS,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
793,793,12/11/2018 00:00,46125,PETRONAS,Y0157490,1900,4,25,1,0,0,33,NO,NO,NO,NO,NO,1900,12,0,0,,12/11/2018 13:08,0,0,UK,08:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
794,794,12/11/2018 00:00,48440,PORTABLE MULTIMEDIA LTD,Y0157400,620,6,0,0,14,19,0,NO,NO,NO,NO,NO,620,3,0,0,,12/11/2018 13:08,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
795,795,12/11/2018 00:00,48582,PT SELAMAT SEMPURNA TBK,Y0157513-486,260,3,0,0,7,0,0,YES,NO,NO,NO,NO,260,1,0,0,,12/11/2018 13:08,0,0,CHINA,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
796,796,12/11/2018 00:00,45104,PHOENIX VEHICLE PARTS LTD,Y0157505,467,33,0,3,24,0,4,YES,NO,NO,NO,NO,467,3,0,0,,12/11/2018 13:08,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
797,797,12/11/2018 00:00,47082,RAC MOTORING SERVICES LIMITED,Y0157416,1224,1,24,0,0,0,24,NO,NO,NO,NO,NO,1224,9,0,0,,12/11/2018 13:08,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
798,798,12/11/2018 00:00,45151,REMY AUTOMOTIVE UK LTD,Y0157557-558,400,127,98,14,44,0,9,YES,NO,NO,NO,NO,400,21,0,0,,12/11/2018 13:08,0,0,UK,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
799,799,12/11/2018 00:00,45091,SKF (UK) LTD,Y0157478,1141,47,11,5,74,0,17,NO,NO,NO,NO,NO,1141,12,0,0,,12/11/2018 13:08,0,0,UK,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
800,800,12/11/2018 00:00,48382,SHANDONG LONGJI MACHINERY CO.LTD,Y0157406,954,3,9,0,138,0,10,YES,NO,NO,NO,NO,954,9,0,0,,12/11/2018 13:08,0,0,CHINA,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
801,801,12/11/2018 00:00,46750,SHELL U K OIL PRODUCTS LIMITED,Y0157387,2970,3,33,0,0,0,33,NO,NO,NO,NO,NO,2970,16,0,0,,12/11/2018 13:08,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
802,802,12/11/2018 00:00,46872,SHELL U K OIL PRODUCTS LIMITED,Y0157407,2970,4,33,0,0,0,33,NO,NO,NO,NO,NO,2970,16,0,0,,12/11/2018 13:08,0,0,UK,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
803,803,12/11/2018 00:00,48447,TETROSYL LIMITED,Y0157492,13042,4,23,0,8,0,24,YES,NO,NO,NO,NO,13042,26,0,0,,12/11/2018 13:08,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
804,804,12/11/2018 00:00,48583,TETROSYL LIMITED,Y0157509,1,1,1,0,0,0,0,YES,NO,NO,NO,NO,1,0,0,0,,12/11/2018 13:08,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
805,805,12/11/2018 00:00,IN30018,REMA TIP TOP AUTOMOTIVE UK LTD.,Y0157548,168,4,0,0,4,4,0,NO,NO,NO,NO,NO,168,1,0,0,,12/11/2018 13:08,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
806,806,12/11/2018 00:00,45124,TMD FRICTION UK LTD,Y0157553,6143,123,0,1,342,0,25,YES,NO,NO,NO,NO,6143,29,0,0,,12/11/2018 13:08,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
807,807,12/11/2018 00:00,45136,TOMO MOTORPARTS,Y0157552,156,24,0,2,18,0,1,NO,NO,NO,NO,NO,156,3,0,0,,12/11/2018 13:08,0,0,UK,07:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
808,808,12/11/2018 00:00,CON1946,TCNU7808906,Y0155726,1845,181,79,37,60,451,0,YES,NO,NO,NO,NO,1845,28,0,0,,12/11/2018 13:08,0,0,Taiwan,05:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
809,809,12/11/2018 00:00,47137,UNITRUCK LTD,Y0157413,4503,17,20,10,90,0,25,NO,NO,NO,NO,NO,4503,24,0,0,,12/11/2018 13:08,0,0,UK,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
810,810,12/11/2018 00:00,48380,U-PORT INDUSTRIAL CO., LTD.,Y0157410,1487,12,7,1,51,0,4,YES,NO,NO,NO,NO,1487,6,0,0,,12/11/2018 13:08,0,0,China,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED
811,811,12/11/2018 00:00,45093,VALEO SERVICE UK LTD.,Y0157547,313,56,4,10,14,0,6,NO,NO,NO,NO,NO,313,6,0,0,,12/11/2018 13:08,0,0,UK,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
812,812,12/11/2018 00:00,48555,VIEROL AUTOMOTIVE-INTERNATIONAL,Y0157460,140,28,1,4,6,0,0,NO,NO,NO,NO,NO,140,3,0,0,,12/11/2018 13:08,0,0,Germany,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
813,813,12/11/2018 00:00,48593,BORGWARNER ESSLINGEN GMBH,Y0157519,187,10,0,1,12,0,0,NO,NO,NO,NO,NO,187,2,0,0,,12/11/2018 13:08,0,0,Germany,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
814,814,12/11/2018 00:00,48381,YIH CHENG FACTORY CO.,LTD,Y0157408,720,1,0,0,9,0,15,YES,NO,NO,NO,NO,720,2,0,0,,12/11/2018 13:08,0,0,China,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED
815,815,12/11/2018 00:00,47136,Paragon-Catalogues,,0,0,0,0,0,0,2,NO,NO,NO,NO,NO,0,0,0,0,,12/11/2018 13:08,0,0,UK,14:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
816,816,12/11/2018 00:00,48385,Paragon- Christmas Gift Catalouge 2018,,0,0,0,0,0,0,26,NO,NO,NO,NO,NO,0,1,0,0,,12/11/2018 13:08,0,0,UK,14:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
817,817,12/11/2018 00:00,48386,Paragon- Christmas Gift Catalouge 2018,,0,0,0,0,0,0,8,NO,NO,NO,NO,NO,0,0,0,0,,12/11/2018 13:08,0,0,UK,14:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
818,818,12/11/2018 00:00,48446,Milwaukee offers brochure ,,0,0,0,0,0,0,3,NO,NO,NO,NO,NO,0,0,0,0,,12/11/2018 13:08,0,0,UK,14:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
819,819,13/11/2018 00:00,48603,THE AUTOMOBILE ASSOCIATION DEVELOPM,Y0157591,12000,3,0,0,0,0,5,NO,NO,NO,NO,NO,12000,41,0,0,,13/11/2018 15:44,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
820,820,13/11/2018 00:00,48560,AUTO CHARGE UK LTD,Y0157653,809,134,19,28,23,0,10,NO,NO,NO,NO,NO,809,15,0,0,,13/11/2018 15:44,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
821,821,13/11/2018 00:00,CON2063,TCLU6223587,Y0157449,2368,10,80,0,0,592,0,YES,NO,NO,NO,NO,2368,20,0,0,,13/11/2018 15:44,0,0,China,23:45:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
822,822,13/11/2018 00:00,45193,LUK AFTERMARKET-SERVICE LTD.,Y0157482,5606,203,25,2,559,0,69,NO,NO,NO,NO,NO,5606,57,0,0,,13/11/2018 15:44,0,0,Germany,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
824,824,13/11/2018 00:00,CON2148,FCIU3405281,Y0157380,1260,1,28,0,0,0,28,YES,NO,NO,NO,NO,1260,7,0,0,,13/11/2018 15:44,0,0,CHINA,08:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
825,825,13/11/2018 00:00,45194,ROBERT BOSCH LIMITED,Y0157515,37661,222,14,20,628,0,63,NO,NO,NO,NO,NO,22191,117,0,0,,13/11/2018 15:44,0,0,Germany,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
826,826,13/11/2018 00:00,48644,THYSSEN KRUPP BILSTEIN SUSPENSION,Y0157674,838,101,3,14,8,0,16,NO,NO,NO,NO,NO,838,10,0,0,,13/11/2018 15:44,0,0, ,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
827,827,13/11/2018 00:00,45171,COMPLETE STEERING,Y0157596,124,20,15,2,0,0,12,NO,NO,NO,NO,NO,124,4,0,0,,13/11/2018 15:44,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
828,828,13/11/2018 00:00,CON2068,YMMU4093755,Y0157451,4110,22,19,1,126,0,15,YES,NO,NO,NO,NO,4110,16,0,0,,13/11/2018 15:44,0,0,China,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
829,829,13/11/2018 00:00,45205,DAYCO EUROPE S.R.L.,Y0157609,14419,154,0,7,241,3,27,YES,NO,NO,NO,NO,14419,40,0,0,,13/11/2018 15:44,0,0,Italy,07:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
830,830,13/11/2018 00:00,45188,DE OLIBRION,Y0157506,8004,22,38,12,194,0,57,YES,NO,NO,NO,NO,8004,30,0,0,,13/11/2018 15:44,0,0,Holland,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
831,831,13/11/2018 00:00,45160,J P GROUP AS,Y0157567-66,447,33,4,5,11,0,6,NO,NO,NO,NO,NO,447,5,0,0,,13/11/2018 15:44,0,0,Denmark,08:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
832,832,13/11/2018 00:00,45178,ELTA LIGHTING LTD,Y0157551,51793,46,0,1,60,0,4,NO,NO,NO,NO,NO,6505,27,0,0,,13/11/2018 15:44,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
833,833,13/11/2018 00:00,46926,EXIDE TECHNOLOGIES (TRANSPORTATION),Y0157549,991,17,31,0,0,0,25,NO,NO,NO,NO,NO,991,10,0,0,,13/11/2018 15:44,0,0,Poland ,06:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
834,834,13/11/2018 00:00,46630,EXIDE TECHNOLOGIES (TRANSPORTATION),Y0156782,1620,1,27,0,0,0,27,NO,NO,NO,NO,NO,1620,11,0,0,,13/11/2018 15:44,0,0,Poland ,20:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
835,835,13/11/2018 00:00,45177,LESJOFORS SPRINGS UK LTD,Y0157618,1065,68,48,28,29,0,15,YES,NO,NO,NO,NO,1065,14,0,0,,13/11/2018 15:44,0,0,UK,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
836,836,13/11/2018 00:00,48389,GREENCHEM,Y0157538,2079,1,33,0,0,0,33,NO,NO,NO,NO,NO,2079,13,0,0,,13/11/2018 15:44,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
837,837,13/11/2018 00:00,48390,GREENCHEM,Y0157476,2079,1,33,0,0,0,33,NO,NO,NO,NO,NO,2079,13,0,0,,13/11/2018 15:44,0,0,UK,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
838,838,13/11/2018 00:00,45187,HELLA (UK) LIMITED,Y0157568,1042,166,47,32,26,0,99,NO,NO,NO,NO,NO,1042,26,0,0,,13/11/2018 15:44,0,0,Germany,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
839,839,13/11/2018 00:00,48477,HANS PRIES GMBH & CO.,Y0157619,2940,83,2,17,72,0,13,NO,NO,NO,NO,NO,2940,19,0,0,,13/11/2018 15:44,0,0,Germany,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
840,840,13/11/2018 00:00,45162,H&R SPEZIALFEDERN GMBH XO .KG,Y0157605,334,85,8,21,5,0,9,YES,NO,NO,NO,NO,334,7,0,0,,13/11/2018 15:44,0,0,Germany,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
841,841,13/11/2018 00:00,38355,ACTIVE BRAND,Y0157565,832,1,32,0,0,0,32,YES,NO,NO,NO,NO,832,7,0,0,,13/11/2018 15:44,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
842,842,13/11/2018 00:00,48657,ACTIVE BRAND,,0,0,0,0,0,0,1,YES,NO,NO,NO,NO,0,0,0,0,,13/11/2018 15:44,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
843,843,13/11/2018 00:00,48427,INTERCARABAO LIMITED,Y0157561,5928,3,0,0,63,0,3,NO,NO,NO,NO,NO,5928,23,0,0,,13/11/2018 15:44,0,0,UK,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
844,844,13/11/2018 00:00,CON2296,TCLU4829955,Y0157540,966,4,17,0,0,0,28,NO,NO,NO,NO,NO,966,7,0,0,,13/11/2018 15:44,0,0,UK,23:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
845,845,13/11/2018 00:00,48383,JVC (UK),Y0157539,23,3,0,1,1,3,0,NO,NO,NO,NO,NO,23,0,0,0,,13/11/2018 15:44,0,0,UK,9:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
846,846,13/11/2018 00:00,CON2006,MSKU7981784,Y0157441,3608,23,18,0,658,0,28,YES,NO,NO,NO,NO,3608,36,0,0,,13/11/2018 15:44,0,0,China,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
847,847,13/11/2018 00:00,45163,LPR SRL,Y0157622,5482,108,31,11,445,0,68,YES,NO,NO,NO,NO,5482,38,0,0,,13/11/2018 15:44,0,0,Italy,17:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
848,848,13/11/2018 00:00,47148,LUCAS ELECTRICAL EUROPE,Y0157651,3329,433,32,63,329,0,38,YES,NO,NO,NO,NO,3329,43,0,0,,13/11/2018 15:44,0,0,Poland,18:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
849,849,13/11/2018 00:00,CON1972,MRKU8345213,Y0157183,2796,18,21,1,548,0,28,YES,NO,NO,NO,NO,2796,30,0,0,,13/11/2018 15:44,0,0,China,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
850,850,13/11/2018 00:00,CON1969,PONU0904512,Y0157440,3554,18,25,1,271,0,28,YES,NO,NO,NO,NO,3554,22,0,0,,13/11/2018 15:44,0,0,China,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
851,851,13/11/2018 00:00,CON1971,SCMU2043609,Y0157438,3484,8,27,0,135,0,28,YES,NO,NO,NO,NO,3484,16,0,0,,13/11/2018 15:44,0,0,China,22:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
852,852,13/11/2018 00:00,45168,MOTOR SERVICE INTERNATIONAL GMBH,Y0157516,513,54,0,7,39,0,3,NO,NO,NO,NO,NO,513,7,0,0,,13/11/2018 15:44,0,0,Germany,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
853,853,13/11/2018 00:00,45161,NORMFEST GMBH,Y0157571,1719,13,4,1,12,0,3,YES,NO,NO,NO,NO,1719,5,0,0,,13/11/2018 15:44,0,0,Germany,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
854,854,13/11/2018 00:00,45185,BRAKE ENGINEERING,Y0157612-614-613,1347,156,5,11,170,0,8,YES,NO,NO,NO,NO,1347,16,0,0,,13/11/2018 15:44,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
855,855,13/11/2018 00:00,47090,PETRONAS,Y0157257,838,8,5,1,15,0,10,NO,NO,NO,NO,NO,838,5,0,0,,13/11/2018 15:44,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
856,856,13/11/2018 00:00,CON2012,YMLU5103068,Y0157442,9780,44,8,1,528,0,28,YES,NO,NO,NO,NO,9780,40,0,0,,13/11/2018 15:44,0,0,China,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
857,857,13/11/2018 00:00,48517,PEARL HIGH TECH PARTS,TBC,0,0,0,0,0,0,6,NO,NO,NO,NO,NO,0,30,0,0,,13/11/2018 15:44,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
858,858,13/11/2018 00:00,48668,PEARL HIGH TECH PARTS,Y0157660,480,1,0,0,0,0,0,NO,NO,NO,NO,NO,480,2,0,0,,13/11/2018 15:44,0,0,UK,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
859,859,13/11/2018 00:00,CON2295,PSLU2061443,Y0157484,12860,57,9,0,415,0,48,YES,NO,NO,NO,NO,12860,43,0,0,,13/11/2018 15:44,0,0,INDIA,19:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
860,860,13/11/2018 00:00,CON2013,YMLU3473227,Y0157446,3251,61,27,23,418,0,24,YES,NO,NO,NO,NO,3251,30,0,0,,13/11/2018 15:44,0,0,UK,23:59:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
861,861,13/11/2018 00:00,45174,SAXON INDUSTRIALS,Y0157550,118,20,0,3,1,0,1,NO,NO,NO,NO,NO,118,2,0,0,,13/11/2018 15:44,0,0,UK,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
862,862,13/11/2018 00:00,45169,SCANDINAVIAN BRAKE SYSTEMS A/S,Y0157537,496,3,10,1,0,0,6,YES,NO,NO,NO,NO,496,3,0,0,,13/11/2018 15:44,0,0,Denmark,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
863,863,13/11/2018 00:00,48384,REMANED,Y0157636,45,8,0,1,3,0,1,YES,NO,NO,NO,NO,45,1,0,0,,13/11/2018 15:44,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
864,864,13/11/2018 00:00,46740,SCORPION EXHAUSTS LIMITED,Y0157560,38,33,11,3,0,0,6,NO,NO,NO,NO,NO,38,4,0,0,,13/11/2018 15:44,0,0,UK,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
865,865,13/11/2018 00:00,CON2015,TRLU9378869,Y0157448,3934,8,22,0,307,0,28,YES,NO,NO,NO,NO,3934,23,0,0,,13/11/2018 15:44,0,0,CHINA,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
866,866,13/11/2018 00:00,46762,SHELL U K OIL PRODUCTS LIMITED,Y0157576,5924,17,28,0,107,0,31,NO,NO,NO,NO,NO,5924,30,0,0,,13/11/2018 15:44,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
867,867,13/11/2018 00:00,47085,SHELL U K OIL PRODUCTS LIMITED,Y0157507,2970,4,34,0,0,0,33,NO,NO,NO,NO,NO,2970,16,0,0,,13/11/2018 15:44,0,0,UK,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
868,868,13/11/2018 00:00,48605,SUPERTOUCH,Y0157570,600,1,0,0,15,0,1,NO,NO,NO,NO,NO,600,3,0,0,,13/11/2018 15:44,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
869,869,13/11/2018 00:00,44636,TEKNOROT,Y0156798,10000,91,25,6,309,0,65,YES,NO,NO,NO,NO,10000,38,0,0,,13/11/2018 15:44,0,0,Turkey,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
870,870,13/11/2018 00:00,45186,TETROSYL EXPRESS LTD.,Y0157654,11553,122,78,13,125,0,27,NO,NO,NO,NO,NO,11553,63,0,0,,13/11/2018 15:44,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
871,871,13/11/2018 00:00,45183,TMD FRICTION UK LTD,Y0157616,8118,104,0,1,410,0,32,YES,NO,NO,NO,NO,8118,34,0,0,,13/11/2018 15:44,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
872,872,13/11/2018 00:00,48606,TRUCK TEC FAHRZEUGTEILE GMBH,Y0157603,311,27,0,9,4,0,3,NO,NO,NO,NO,NO,311,3,0,0,,13/11/2018 15:44,0,0,Germany,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
873,873,13/11/2018 00:00,48425,THE TURBO GUY,Y0157562,8,4,0,1,0,0,1,NO,NO,NO,NO,NO,8,0,0,0,,13/11/2018 15:44,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
874,874,13/11/2018 00:00,45152,VALEO SERVICE UK LTD.,Y0157656,616,67,24,13,29,0,21,NO,NO,NO,NO,NO,616,12,0,0,,13/11/2018 15:44,0,0,UK,05:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
875,875,13/11/2018 00:00,48443,VOLMET s.r.o.,Y0157536,1896,53,7,8,84,0,14,NO,NO,NO,NO,NO,1896,14,0,0,,13/11/2018 15:44,0,0,CZ,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
876,876,13/11/2018 00:00,CON2066,TEMU4928045,Y0157444,1749,59,34,1,96,0,24,YES,NO,NO,NO,NO,1749,14,0,0,,13/11/2018 15:44,0,0,China,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
877,877,13/11/2018 00:00,45166,WYNN OIL,Y0157554,3696,16,7,0,37,0,7,NO,NO,NO,NO,NO,3696,16,0,0,,13/11/2018 15:44,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
878,878,13/11/2018 00:00,48612,YOURLINK LIMITED,Y0157623,100,1,1,0,0,0,1,NO,NO,NO,NO,NO,100,1,0,0,,13/11/2018 15:44,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
879,879,13/11/2018 00:00,48609,YUASA BATTERY SALES (UK) LTD,Y0157593,649,8,15,0,0,0,16,NO,NO,NO,NO,NO,649,5,0,0,,13/11/2018 15:44,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
879,879,879,879,879,844,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,40,874,879,879,863,878,865,879,879,879,5,133,2,874,40,35,35,0,0,0,547,878,5
