#,ID,DeliveryDate,DeliveryReference,Supplier_Name,ASN_Number,Expected_Cases,Expected_Lines,Estimated_Pallets,Estimated_Cages,Estimated_Totes,Cartons_Due,Pallets_Due,Ready_Label,Palletise,Wrap_Strap,Collar,Bagging_Required,Actual_Cases,Calc_Hours,Pallets_Arrived,Cartons_Arrived,Grid_No,Last_Saved,Total_Operatives,Total_Hours,Origin,Due_Time,SHIFT,PalletsCreated,CagesCreated,TotesCreated,NonEuroPallet,Supplier_Code,Delivery_Comments,StartTAGID,UpdatedByUsername,UpdatedByEmpNo,UpdatedByName,TotalShortRows,TotalExtraRows,GRID_SHIFT,LOCK_STATUS,STATUS,
381,381,29/10/2018 00:00,46161,INTERCARABAO LIMITED,Y0155852,22464,3,0,0,237,0,12,NO,NO,NO,NO,NO,1872,16,0,0,,01/11/2018 18:32,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
382,382,29/10/2018 00:00,44503,ITG PERFORMANCE AIR FILTERS,Y0156603,20,8,1,1,1,1,0,NO,NO,NO,NO,NO,20,1,0,0,,01/11/2018 18:32,0,0,UK,09:00 TO 12:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
383,383,29/10/2018 00:00,CON1833,CNEU4562910,Y0154955,1746,3,27,0,0,0,27,NO,NO,NO,NO,NO,1746,11,0,0,,01/11/2018 18:32,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
384,384,29/10/2018 00:00,46553,JVC (UK),Y0156574,78,31,0,0,1,0,1,NO,NO,NO,NO,NO,78,2,0,0,,01/11/2018 18:32,0,0, ,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
385,385,29/10/2018 00:00,44555,KAYABA U.K.,Y0156494,1360,17,8,6,0,0,9,NO,NO,NO,NO,NO,1360,7,0,0,,01/11/2018 18:32,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
386,386,29/10/2018 00:00,44527,K.& N.FILTERS (EUROPE) LTD.,Y0156374,567,194,2,24,66,0,2,NO,NO,NO,NO,NO,567,16,0,0,,01/11/2018 18:32,0,0,UK,08:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
387,387,29/10/2018 00:00,44553,KOYORAD,Y0156000,308,46,0,27,6,0,33,NO,NO,NO,NO,NO,308,7,0,0,,01/11/2018 18:32,0,0,Holland,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
388,388,29/10/2018 00:00,44559,LUCAS ELECTRICAL EUROPE,Y0156584,4021,682,19,104,634,0,51,YES,NO,NO,NO,NO,4021,66,0,0,,01/11/2018 18:32,0,0,Poland,23:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
389,389,29/10/2018 00:00,CON1847,TEMU4907063,,2756,16,18,1,394,0,28,YES,NO,NO,NO,NO,2756,24,0,0,,01/11/2018 18:32,0,0,China,23:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
390,390,29/10/2018 00:00,CON1849,MSKU2969641,,3207,23,14,1,437,0,28,YES,NO,NO,NO,NO,3207,26,0,0,,01/11/2018 18:32,0,0,China,23:59:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
391,391,29/10/2018 00:00,44530,MCGARD DEUTSCHLAND GMBH,Y0156389,948,16,0,1,23,0,2,NO,NO,NO,NO,NO,948,5,0,0,,01/11/2018 18:32,0,0,Germany,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
392,392,29/10/2018 00:00,44534,M.J.ALLEN NATIONAL AUTOPARTS LTD,Y0156604,15,4,7,1,0,0,2,YES,NO,NO,NO,NO,15,1,0,0,,01/11/2018 18:32,0,0,UK,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
393,393,29/10/2018 00:00,44519,MANN+HUMMEL (UK) LTD.,Y0156568,19870,396,3,6,864,0,57,YES,NO,NO,NO,NO,19870,83,0,0,,01/11/2018 18:32,0,0,UK,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
394,394,29/10/2018 00:00,IN4718,AXEL KUGELATADET,Y0156579,250,25,0,0,2,1,0,NO,NO,NO,NO,NO,14,1,0,0,,01/11/2018 18:32,0,0,Germany,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
395,395,29/10/2018 00:00,46401,NEXT LUBRICANTS,Y0156379,96,2,0,0,2,1,0,YES,NO,NO,NO,NO,96,0,0,0,,01/11/2018 18:32,0,0,Netherland,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
396,396,29/10/2018 00:00,CON1816,TCLU8621445,Y0154591/Y0154583,16366,31,14,1,121,0,56,YES,NO,NO,NO,NO,16366,38,0,0,,01/11/2018 18:32,0,0,China,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
397,397,29/10/2018 00:00,44536,NISSENS KOLERFABRIK A/S,Y0156586,65,11,5,2,0,0,8,NO,NO,NO,NO,NO,65,2,0,0,,01/11/2018 18:32,0,0,Denmark,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
398,398,29/10/2018 00:00,46723,OJD QUICK BRAKE APS,Y0156594,11,1,0,0,1,0,0,YES,NO,NO,NO,NO,11,0,0,0,,01/11/2018 18:32,0,0,Denmark,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
399,399,29/10/2018 00:00,44554,BRAKE ENGINEERING,Y0156589-Y0156591-Y0156588,416,44,0,6,54,0,4,YES,NO,NO,NO,NO,416,5,0,0,,01/11/2018 18:32,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
400,400,29/10/2018 00:00,43946,J C PEACOCK & COMPANY LIMITED T/A P,Y0156547,2310,1,33,0,0,0,33,NO,NO,NO,NO,NO,2310,14,0,0,,01/11/2018 18:32,0,0,UK,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
401,401,29/10/2018 00:00,46123,PETRONAS,Y0156573,1300,2,29,0,0,0,29,NO,NO,NO,NO,NO,1300,10,0,0,,01/11/2018 18:32,0,0,UK,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
402,402,29/10/2018 00:00,IN3338,PETRONAS,Y0156592,4,1,0,1,0,1,0,NO,NO,NO,NO,NO,4,0,0,0,,01/11/2018 18:32,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
403,403,29/10/2018 00:00,44532,PHOENIX VEHICLE PARTS LTD,Y0156636,1506,83,7,11,28,0,3,YES,NO,NO,NO,NO,1506,8,0,0,,01/11/2018 18:32,0,0,UK,09:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
404,404,29/10/2018 00:00,44583,REMY AUTOMOTIVE UK LTD,Y0156602,2997,57,19,19,392,0,32,YES,NO,NO,NO,NO,2997,27,0,0,,01/11/2018 18:32,0,0,UK,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
405,405,29/10/2018 00:00,46721,WENZHOU RIYI VEHICLE PARTS CO.,LTD,Y0156598,10,1,0,0,1,0,0,YES,NO,NO,NO,NO,10,0,0,0,,01/11/2018 18:32,0,0,,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED
406,406,29/10/2018 00:00,44538,SAXON INDUSTRIALS,Y0156529-48,2343,25,3,10,32,0,8,NO,NO,NO,NO,NO,2343,12,0,0,,01/11/2018 18:32,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
407,407,29/10/2018 00:00,IN7248,JACK SEALEY LIMITED,Y0156644,2,1,0,0,1,1,0,NO,NO,NO,NO,NO,2,0,0,0,,01/11/2018 18:32,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
408,408,29/10/2018 00:00,IN6558,JACK SEALEY LIMITED,Y0156643,10,1,0,0,0,1,0,NO,NO,NO,NO,NO,10,0,0,0,,01/11/2018 18:32,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
409,409,29/10/2018 00:00,CON1870,TGHU1278821,Y0155706,2861,10,40,0,168,0,28,YES,NO,NO,NO,NO,2861,18,0,0,,01/11/2018 18:32,0,0,China,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
410,410,29/10/2018 00:00,44520,SKF (UK) LTD,Y0156640,390,45,1,6,28,7,11,NO,NO,NO,NO,NO,390,6,0,0,,01/11/2018 18:32,0,0,UK,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
411,411,29/10/2018 00:00,46702,SKF (UK) LTD,,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,0,0,0,0,,01/11/2018 18:32,0,0,UK,COLLECTION,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
412,412,29/10/2018 00:00,46717,THE ACE SUPPLY COMPANY LIMITED,Y0156621,28,5,0,1,1,0,0,NO,NO,NO,NO,NO,28,0,0,0,,01/11/2018 18:32,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
413,413,29/10/2018 00:00,44702,SHELL U K OIL PRODUCTS LIMITED,Y0156408,3888,18,27,1,51,0,33,NO,NO,NO,NO,NO,3888,21,0,0,,01/11/2018 18:32,0,0,UK,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
414,414,29/10/2018 00:00,44556,TETROSYL LIMITED,Y0156578,3791,20,16,2,34,0,19,YES,NO,NO,NO,NO,3791,12,0,0,,01/11/2018 18:32,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
415,415,29/10/2018 00:00,IN4488,THYSSENKRUPP,Y0156577,13,4,0,1,0,2,0,NO,NO,NO,NO,NO,13,0,0,0,,01/11/2018 18:32,0,0,Germany,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
416,416,29/10/2018 00:00,44552,TMD FRICTION UK LTD,Y0156600,7010,84,0,1,393,0,25,YES,NO,NO,NO,NO,7010,31,0,0,,01/11/2018 18:32,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
417,417,29/10/2018 00:00,44564,TOMO MOTORPARTS,Y0156624,219,27,5,4,11,0,1,NO,NO,NO,NO,NO,219,4,0,0,,01/11/2018 18:32,0,0,UK,07:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
418,418,29/10/2018 00:00,46551,THE TOOL CONNECTION,Y0156352,1000,1,0,0,6,0,1,NO,NO,NO,NO,NO,1000,4,0,0,,01/11/2018 18:32,0,0,UK,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
419,419,29/10/2018 00:00,46715,UNICORN BV,Y0156638,1,1,0,1,0,0,0,YES,NO,NO,NO,NO,1,0,0,0,,01/11/2018 18:32,0,0,Netherland,EXCESSREPORTED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
420,420,29/10/2018 00:00,46719,UNICORN BV,3570,30,1,0,0,0,0,0,YES,NO,NO,NO,NO,30,0,0,0,,01/11/2018 18:32,0,0,Netherland,RETURN TO SUPPLIER,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
421,421,29/10/2018 00:00,44522,VALEO SERVICE UK LTD.,Y0156633-35,2106,207,44,30,62,0,36,NO,NO,NO,NO,NO,2106,30,0,0,,01/11/2018 18:32,0,0,UK,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
422,422,29/10/2018 00:00,46682,VOLMET s.r.o.,Y0156567,110,2,0,1,2,0,1,NO,NO,NO,NO,NO,110,1,0,0,,01/11/2018 18:32,0,0,CZ,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
423,423,29/10/2018 00:00,CON1923,TRHU1354250,Y0155626,2067,21,17,0,312,0,28,YES,NO,NO,NO,NO,2067,20,0,0,,01/11/2018 18:32,0,0,China,19:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
424,424,29/10/2018 00:00,CON1908,FRLU8604171,Y0155714,46270,43,0,0,507,0,24,YES,NO,NO,NO,NO,46270,99,0,0,,01/11/2018 18:32,0,0,,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
425,425,29/10/2018 00:00,54482,TRW - AFTERMARKET OPERATIONS,,0,0,0,0,0,0,5,NO,NO,NO,NO,NO,0,0,0,0,,01/11/2018 18:32,0,0,UK,11:00:00,,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
426,426,29/10/2018 00:00,54484,ELRING PARTS CO.LTD.,,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,0,0,0,0,,01/11/2018 18:32,0,0,UK,10:00:00,,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
427,427,29/10/2018 00:00,54487,DAYCO,,0,0,0,0,0,1,9,NO,NO,NO,NO,NO,0,0,0,0,,01/11/2018 18:32,0,0,Italy,11:00:00,,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
428,428,29/10/2018 00:00,54496,SKF (UK) LTD,,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,0,0,0,0,,01/11/2018 18:32,0,0,UK,11:00:00,,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
429,429,01/11/2018 00:00,46970,AD POLSKA,3621,3,1,0,0,0,0,0,NO,NO,NO,NO,NO,3,0,0,0,,01/11/2018 18:47,0,0,Poland,RETURN TO SUPPLIER,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
430,430,01/11/2018 00:00,46920,ADROIT ACCESSORIES LIMITED,Y0156849,3305,5,0,0,50,0,1,NO,NO,NO,NO,NO,3305,13,0,0,,01/11/2018 18:47,0,0,UK,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
431,431,01/11/2018 00:00,46693,ALGO S.P.A.,Y0156678,127,17,2,3,0,0,3,NO,NO,NO,NO,NO,127,2,0,0,,01/11/2018 18:47,0,0,Italy,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
432,432,01/11/2018 00:00,44843,ARNOTT EUROPE,Y0156704,17,10,0,2,0,0,1,NO,NO,NO,NO,NO,17,1,0,0,,01/11/2018 18:47,0,0,Netherland,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
433,433,01/11/2018 00:00,CON1785,BHCU3118834,Y0156460,1512,1,28,0,0,0,28,NO,NO,NO,NO,NO,1512,10,0,0,,01/11/2018 18:47,0,0,,23:59:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
434,434,01/11/2018 00:00,46955,BOWA,Y0156885,852,3,0,0,5,0,0,YES,NO,NO,NO,NO,852,2,0,0,,01/11/2018 18:47,0,0,Poland,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
435,435,01/11/2018 00:00,44727,BRAKE ENGINEERING,Y0156839,323,45,0,4,35,0,2,YES,NO,NO,NO,NO,323,4,0,0,,01/11/2018 18:47,0,0,UK,16:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
436,436,01/11/2018 00:00,46959,BRAKE ENGINEERING,Y0156873,5,1,0,1,0,0,0,YES,NO,NO,NO,NO,5,0,0,0,,01/11/2018 18:47,0,0,UK,RETURN TO SUPPLIER,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
437,437,01/11/2018 00:00,46680,BTS,Y0156707,10,9,0,3,16,0,2,NO,NO,NO,NO,NO,10,1,0,0,,01/11/2018 18:47,0,0,Germany,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
438,438,01/11/2018 00:00,44705,CAPRICORN CAR PARTS LIMITED,Y0156846,83,11,0,2,2,1,0,NO,NO,NO,NO,NO,83,1,0,0,,01/11/2018 18:47,0,0,UK,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
439,439,01/11/2018 00:00,46288,CASTROL (UK) LIMITED,Y0156759,5325,21,30,10,43,0,30,NO,NO,NO,NO,NO,5325,30,0,0,,01/11/2018 18:47,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
440,440,01/11/2018 00:00,CON2027,CMAU1441746,Y0156387,1232,1,28,0,0,0,28,YES,NO,NO,NO,NO,1232,7,0,0,,01/11/2018 18:47,0,0,CHINA,07:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
441,441,01/11/2018 00:00,IN13918,COMPETITION BRAKING PRODUCTS,Y0156872,31,15,0,3,0,8,0,NO,NO,NO,NO,NO,31,1,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
442,442,01/11/2018 00:00,44712,COMPLETE STEERING,Y0156858,93,13,11,1,0,0,11,NO,NO,NO,NO,NO,93,3,0,0,,01/11/2018 18:47,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
443,443,01/11/2018 00:00,44715,CONTINENTAL AUTOMOTIVE TRADING UK,Y0156850,607,72,1,8,44,0,7,NO,NO,NO,NO,NO,607,8,0,0,,01/11/2018 18:47,0,0,Germany,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
444,444,01/11/2018 00:00,46914,CREST MEDICAL LTD,Y0156840,7200,8,0,0,34,0,1,NO,NO,NO,NO,NO,7200,26,0,0,,01/11/2018 18:47,0,0,UK,11:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
445,445,01/11/2018 00:00,46968,DAYCO EUROPE S.R.L.,3624,112,1,0,0,0,0,0,YES,NO,NO,NO,NO,112,0,0,0,,01/11/2018 18:47,0,0,Italy,RETURN TO SUPPLIER,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
446,446,01/11/2018 00:00,44729,DE OLIBRION,Y0156831,3900,10,47,0,39,0,57,YES,NO,NO,NO,NO,3900,17,0,0,,01/11/2018 18:47,0,0,Holland,21:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
447,447,01/11/2018 00:00,46279,DE OLIBRION,Y0156827,1368,1,57,0,0,0,57,YES,NO,NO,NO,NO,1368,13,0,0,,01/11/2018 18:47,0,0,Holland,07:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
448,448,01/11/2018 00:00,46960,DE OLIBRION,Y0156878,24,1,2,0,0,0,0,YES,NO,NO,NO,NO,24,0,0,0,,01/11/2018 18:47,0,0,Holland,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
449,449,01/11/2018 00:00,46648,DL PRODUCTS LTD,Y0156536,1100,21,0,1,17,0,1,YES,NO,NO,NO,NO,1100,3,0,0,,01/11/2018 18:47,0,0,UK,12:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
450,450,01/11/2018 00:00,CON1786,ECMU1777800,Y0156461,1512,1,28,0,0,0,28,NO,NO,NO,NO,NO,1512,10,0,0,,01/11/2018 18:47,0,0,,23:00:00,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
451,451,01/11/2018 00:00,CON2046,EISU1884478,Y0156509,638,25,41,1,40,0,34,NO,NO,NO,NO,NO,638,12,0,0,,01/11/2018 18:47,0,0,Dubai,17:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
452,452,01/11/2018 00:00,46907,EPTG (POWERFLEX) LTD.,Y0156809,91,30,0,3,14,0,0,NO,NO,NO,NO,NO,91,3,0,0,,01/11/2018 18:47,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
453,453,01/11/2018 00:00,46877,ERRCOM,Y0156786,5,1,0,1,0,0,1,NO,NO,NO,NO,NO,5,0,0,0,,01/11/2018 18:47,0,0,Italy,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
454,454,01/11/2018 00:00,46697,EVANS COOLANTS,Y0156755,236,11,8,2,2,0,1,NO,NO,NO,NO,NO,236,3,0,0,,01/11/2018 18:47,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
455,455,01/11/2018 00:00,44742,EXIDE TECHNOLOGIES (TRANSPORTATION),Y0156735,1008,1,28,0,0,0,28,NO,NO,NO,NO,NO,1008,9,0,0,,01/11/2018 18:47,0,0,Poland ,06:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
456,456,01/11/2018 00:00,IN9778,FEBI (UK) LIMITED,Y0156843,17,1,0,1,0,1,0,NO,NO,NO,NO,NO,17,0,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
457,457,01/11/2018 00:00,IN13228,FOOTSURE WESTERN LTD,Y0156876,14,4,0,1,0,2,0,NO,NO,NO,NO,NO,14,0,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
458,458,01/11/2018 00:00,IN13688,FORGE MOTORSPORT,Y0156881,38,4,0,1,2,2,0,NO,NO,NO,NO,NO,38,0,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
459,459,01/11/2018 00:00,46770,FOURSTONES PAPER MILL CO.LTD,Y0156696,66,1,2,0,0,0,1,NO,NO,NO,NO,NO,66,1,0,0,,01/11/2018 18:47,0,0,UK,16:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
460,460,01/11/2018 00:00,46691,FRIG AIR S.P.A.,Y0156744,55,11,1,2,0,0,3,NO,NO,NO,NO,NO,55,1,0,0,,01/11/2018 18:47,0,0,Italy,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
461,461,01/11/2018 00:00,46694,FRIG AIR S.P.A.,Y0156746,84,13,2,2,2,0,3,NO,NO,NO,NO,NO,84,2,0,0,,01/11/2018 18:47,0,0,Italy,10:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
462,462,01/11/2018 00:00,44704,FTE AUTOMOTIVE LTD,Y0156768-67,5543,241,0,7,422,0,35,YES,NO,NO,NO,NO,5543,36,0,0,,01/11/2018 18:47,0,0,Germany,09:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
463,463,01/11/2018 00:00,IN12768,GARMIN (EUROPE) LTD,Y0156870,60,1,0,1,0,3,0,NO,NO,NO,NO,NO,60,0,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
464,464,01/11/2018 00:00,CON2028,GLDU9891920,Y0156388,1232,1,28,0,0,0,28,YES,NO,NO,NO,NO,1232,7,0,0,,01/11/2018 18:47,0,0,CHINA,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
465,465,01/11/2018 00:00,44597,GREENCHEM,Y0156700,2748,4,33,0,0,0,33,NO,NO,NO,NO,NO,2748,16,0,0,,01/11/2018 18:47,0,0,UK,15:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
466,466,01/11/2018 00:00,46878,GREENCHEM,Y0156847,200,1,5,0,0,0,5,NO,NO,NO,NO,NO,200,2,0,0,,01/11/2018 18:47,0,0,UK,15:30:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
467,467,01/11/2018 00:00,46956,H&R SPEZIALFEDERN GMBH XO .KG,Y0156875,3,1,0,1,0,0,0,YES,NO,NO,NO,NO,3,0,0,0,,01/11/2018 18:47,0,0,Germany,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
468,468,01/11/2018 00:00,IN15422,HELLA (UK) LIMITED,Y0156883,5,1,1,0,0,5,0,NO,NO,NO,NO,NO,5,0,0,0,,01/11/2018 18:47,0,0,Germany,UNBOOKED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
469,469,01/11/2018 00:00,CON1861,HLXU5101422,Y0155685,10464,47,9,2,677,0,28,YES,NO,NO,NO,NO,10464,48,0,0,,01/11/2018 18:47,0,0,China,20:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
470,470,01/11/2018 00:00,46957,IN PHASE INTERNATIONAL LTD,Y0156871,10,1,0,0,1,0,0,NO,NO,NO,NO,NO,10,0,0,0,,01/11/2018 18:47,0,0,UK,EXCESSREPORTED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
471,471,01/11/2018 00:00,46911,JACK SEALEY LIMITED,Y0156832,258,2,2,0,0,0,1,NO,NO,NO,NO,NO,258,1,0,0,,01/11/2018 18:47,0,0,UK,11:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
472,472,01/11/2018 00:00,44721,JUST BOOTS LIMITED,Y0156742,35,4,4,0,0,0,1,YES,NO,NO,NO,NO,35,1,0,0,,01/11/2018 18:47,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
473,473,01/11/2018 00:00,46930,JUST BOOTS LIMITED,Y0156855,1086,26,1,2,35,0,2,YES,NO,NO,NO,NO,1086,4,0,0,,01/11/2018 18:47,0,0,UK,13:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
474,474,01/11/2018 00:00,IN14608,JVC (UK),Y0156879,12,1,0,1,0,2,0,NO,NO,NO,NO,NO,12,0,0,0,,01/11/2018 18:47,0,0,UK,UNBOOKED,NIGHT,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
475,475,01/11/2018 00:00,46969,LEADER SPECIALIST COMPONENTS LTD,Y0156842,26,1,1,0,0,0,0,NO,NO,NO,NO,NO,26,0,0,0,,01/11/2018 18:47,0,0,UK,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
476,476,01/11/2018 00:00,44718,LESJOFORS SPRINGS UK LTD,Y0156856,1286,63,58,26,18,0,15,YES,NO,NO,NO,NO,1286,15,0,0,,01/11/2018 18:47,0,0,UK,12:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
477,477,01/11/2018 00:00,44882,LPR SRL,Y0156677,3389,14,45,0,83,0,50,YES,NO,NO,NO,NO,3389,18,0,0,,01/11/2018 18:47,0,0,Italy,10:30:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
478,478,01/11/2018 00:00,46536,LPR SRL,Y0156764,2940,80,7,6,316,0,30,YES,NO,NO,NO,NO,2940,22,0,0,,01/11/2018 18:47,0,0,Italy,18:00:00,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
479,479,01/11/2018 00:00,46958,LUCAS ELECTRICAL EUROPE,Y0156869,1,1,1,0,0,0,0,YES,NO,NO,NO,NO,1,0,0,0,,01/11/2018 18:47,0,0,Poland,EXCESSREPORTED,LATE,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
480,480,01/11/2018 00:00,44683,LUK AFTERMARKET-SERVICE LTD.,Y0156703,1959,107,132,23,53,0,85,NO,NO,NO,NO,NO,1959,37,0,0,,01/11/2018 18:47,0,0,Germany,08:00:00,DAY,0,0,0,,,,0,,,,,,,CLEAR,ROLLED,
