#,STATUS,DeliveryReference,ASN_Number,DeliveryDate,Last_Saved,UpdatedByName,Grid_No,Total_Operatives,TotalShortRows,TotalExtraRows,Supplier_Code,Supplier_Name,SHIFT,Due_Time,Calc_Hours,Total_Hours,Pallets_Due,Cartons_Due,Origin,Expected_Lines,Expected_Cases,Actual_Cases,Estimated_Totes,Estimated_Cages,Estimated_Pallets,ArrivalTime,GRN_Number
758,ROLLED,51407,Y0159815,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,TENNANTS UK LTD,DAY,13:00:00,3,0,1,0,UK,10,205,205,0,0,10,01/01/1970 00:00,
759,ROLLED,49332,Y0159887,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,VALEO SERVICE UK LTD.,DAY,07:00:00,7,0,13,0,UK,54,395,395,8,12,8,01/01/1970 00:00,
760,ROLLED,51509,Y0159926,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,VERNET,LATE,EXCESSREPORTED,0,0,0,0,France,3,25,25,3,0,0,01/01/1970 00:00,
761,ROLLED,49334,Y0159714,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,SHELL U K OIL PRODUCTS LIMITED,DAY,08:00:00,16,0,33,0,UK,1,2970,2970,0,0,33,01/01/1970 00:00,
762,ROLLED,51494,Y0159890,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,SHELL U K OIL PRODUCTS LIMITED,DAY,10:00:00,5,0,9,0,UK,9,488,488,4,1,16,01/01/1970 00:00,
763,ROLLED,51514,Y0159906,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,TMD FRICTION ROMANIA,DAY,EXCESSREPORTED,1,0,0,0,Romania,1,144,144,6,0,0,01/01/1970 00:00,
764,ROLLED,49366,Y0159829,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,TETROSYL LIMITED,LATE,17:00:00,22,0,26,0,UK,16,8568,8568,63,0,24,01/01/1970 00:00,
765,ROLLED,IN90048,Y0159828,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,THYSSENKRUPP,NIGHT,UNBOOKED,0,0,0,1,Germany,2,2,2,0,1,0,01/01/1970 00:00,
766,ROLLED,IN89588,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,JACK SEALEY LIMITED,DAY,UNBOOKED,0,0,0,1,UK,0,0,0,0,0,0,01/01/1970 00:00,
767,ROLLED,51513,4090,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,STANDARD MOTOR PRODUCTS EUROPE LTD,DAY,RETURN TO SUPPLIER ,0,0,0,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
768,ROLLED,51499,Y0159895,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,RAC MOTORING SERVICES LIMITED,LATE,18:00:00,9,0,24,0,UK,1,1224,1224,0,0,24,01/01/1970 00:00,
769,ROLLED,51497,Y0159902,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,SERVICE TECHNOLOGY,LATE,15:30:00,13,0,12,0,Germany,136,1379,1379,85,24,2,01/01/1970 00:00,
770,ROLLED,51516,Y0159879,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,SPOT PROMOTIONS LTD,NIGHT,CLAIM PARTS,6,0,0,0,UK,13,888,888,58,1,0,01/01/1970 00:00,
771,ROLLED,51332,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,MSCU5473804,,13:00:00,0,0,48,0,Turkey,0,0,0,0,0,0,01/01/1970 00:00,
772,ROLLED,49617,Y0159694,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,PETRONAS,DAY,08:30:00,9,0,17,0,UK,9,1551,1551,18,1,11,01/01/1970 00:00,
773,ROLLED,51508,Y0159927,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,AXEL KUGELATADET,LATE,EXCESSREPORTED,0,0,0,0,Germany,1,9,9,0,1,0,01/01/1970 00:00,
774,ROLLED,49364,Y0159862,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,BRAKE ENGINEERING,LATE,16:00:00,12,0,5,0,UK,120,1068,1068,149,7,0,01/01/1970 00:00,
775,ROLLED,51090,Y0159935,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,J C PEACOCK & COMPANY LIMITED T/A P,LATE,16:30:00,8,0,22,0,UK,1,1078,1078,0,0,22,01/01/1970 00:00,
776,ROLLED,51330,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,CLHU8731359,,09:00:00,0,0,48,0,Turkey,0,0,0,0,0,0,01/01/1970 00:00,
777,ROLLED,51331,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,MEDU8081249,,11:00:00,0,0,48,0,Turkey,0,0,0,0,0,0,01/01/1970 00:00,
778,ROLLED,49328,Y0159917-Y0159916,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,MANN+HUMMEL (UK) LTD.,DAY,06:00:00,72,0,52,0,UK,364,17045,17045,697,9,10,01/01/1970 00:00,
779,ROLLED,CON2560,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,GESU5878729,,11:00:00,0,0,24,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
780,ROLLED,CON2559,Y0159579,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,OPDU4308174,DAY,10:00:00,7,0,22,0,UK,4,1248,1248,0,0,24,01/01/1970 00:00,
781,ROLLED,49339,Y0159766,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,K.& N.FILTERS (EUROPE) LTD.,DAY,08:30:00,29,0,5,0,UK,240,2417,2417,155,26,3,01/01/1970 00:00,
782,ROLLED,49365,Y0159843,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,KAYABA U.K.,LATE,16:00:00,1,0,1,0,UK,1,104,104,0,0,4,01/01/1970 00:00,
783,ROLLED,49350,Y0159695,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,MAHLE AFTERMARKET LTD,LATE,16:00:00,11,0,6,0,UK,12,1812,1812,109,1,0,01/01/1970 00:00,
784,ROLLED,IN91198,Y0159920,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,MAHLE AFTERMARKET LTD,LATE,UNBOOKED,0,0,0,1,UK,4,49,49,1,1,0,01/01/1970 00:00,
785,ROLLED,49348,Y0159693,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,FERDINAND BILSTEIN JR.GMBH & CO.KG,DAY,10:30:00,8,0,4,0,Germany,33,1208,1208,33,4,1,01/01/1970 00:00,
786,ROLLED,49331,Y0159933,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,FIRST LINE LIMITED,DAY,07:00:00,23,0,20,0,UK,204,4414,4414,156,34,0,01/01/1970 00:00,
787,ROLLED,51143,Y0159765,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,CASTROL (UK) LIMITED,LATE,16:00:00,17,0,28,0,UK,2,3516,3516,0,0,30,01/01/1970 00:00,
788,ROLLED,49203,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,DURAND,,10:00:00,0,0,33,0,France,0,0,0,0,0,0,01/01/1970 00:00,
789,ROLLED,49204,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,DURAND,,10:00:00,0,0,33,0,France,0,0,0,0,0,0,01/01/1970 00:00,
790,ROLLED,51515,Y0159899,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,ZF TRADING UK LTD,DAY,EXCESSREPORTED,0,0,0,0,Germany,1,4,4,0,1,0,01/01/1970 00:00,
791,ROLLED,51502,Y0159903,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,ZF TRADING UK LTD,DAY,10:00:00,4,0,7,0,UK,12,660,660,18,2,1,01/01/1970 00:00,
792,ROLLED,48049,Y0159837,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,CHARLES HURST,DAY,COLLECTION,5,0,7,0,UK,38,256,256,7,9,11,01/01/1970 00:00,
793,ROLLED,49354,Y0159872,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,COMPLETE STEERING,DAY,11:00:00,5,0,11,0,UK,21,140,140,10,1,19,01/01/1970 00:00,
794,ROLLED,51518,Y0159857,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,ROBERT BOSCH LIMITED,NIGHT,EXCESSREPORTED,0,0,0,0,Germany,1,1,1,0,0,0,01/01/1970 00:00,
795,ROLLED,50769,Y0159865,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,ROBERT BOSCH LIMITED,DAY,09:00:00,60,0,66,0,Germany,149,9581,9581,323,8,32,01/01/1970 00:00,
796,ROLLED,50778,,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,ROBERT BOSCH LIMITED,LATE,17:00:00,150,0,66,0,Germany,0,0,0,0,0,0,01/01/1970 00:00,
797,ROLLED,51501,Y0159900,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,AIRMAN UK,LATE,16:30:00,9,0,3,0,UK,1,1500,1500,100,0,0,01/01/1970 00:00,
798,ROLLED,51426,Y0159844,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,BANNER GROUP - T/A SUBEC WIPING SOL,LATE,15:30:00,45,0,2,0,UK,1,10000,10000,295,0,0,01/01/1970 00:00,
799,ROLLED,51414,Y0159819,17/12/2018 00:00,17/12/2018 06:36,,,0,0,0,,ADROIT ACCESSORIES LIMITED,LATE,17:00:00,10,0,2,0,UK,5,2483,2483,13,4,0,01/01/1970 00:00,
800,IN PROGRESS,48232,Y0159580,14/12/2018 00:00,15/12/2018 04:15,Karolina Sturlis, ,20,0,0,,ZF TRADING UK LTD,LATE,15:00:00,63,0,40,8,Germany,323,8129,8129,364,26,9,01/01/1970 00:00,
801,IN PROGRESS,50768,Y0159740,14/12/2018 00:00,15/12/2018 00:45,Gheorghita Pruteanu, ,20,0,0,,ROBERT BOSCH LIMITED,NIGHT,22:00:00,118,0,68,8,Germany,427,17455,17455,583,40,67,01/01/1970 00:00,
802,IN PROGRESS,51215,Y0159769-Y0159768,14/12/2018 00:00,14/12/2018 23:19,Ionut Petreanu,266,8,0,0,,RHIAG,LATE,17:00:00,66,0,57,0,Italy,167,9290,9290,420,37,39,01/01/1970 00:00,
803,IN PROGRESS,51174,Y0159564,14/12/2018 00:00,14/12/2018 23:07,Karolina Sturlis,267,2,0,0,,HILKA TOOLS (UK) LTD,DAY,12:30:00,1,0,1,0,UK,4,135,135,18,1,0,01/01/1970 00:00,
804,IN PROGRESS,51348,Y0159762,14/12/2018 00:00,14/12/2018 23:06,Karolina Sturlis, ,3,0,0,,STEEL SEAL,DAY,09:30:00,1,0,1,0,UK,7,196,196,4,1,1,01/01/1970 00:00,
805,IN PROGRESS,51155,Y0159565,14/12/2018 00:00,14/12/2018 22:48,Karolina Sturlis, ,4,0,0,,REMA TIP TOP AUTOMOTIVE UK LTD.,DAY,10:30:00,2,0,1,0,UK,3,369,369,14,0,0,01/01/1970 00:00,
806,IN PROGRESS,51347,Y0159743,14/12/2018 00:00,14/12/2018 22:46,Karolina Sturlis,267,2,0,0,,AP & P GMBH,LATE,15:30:00,1,0,0,1,Austria,5,42,42,9,1,0,01/01/1970 00:00,
807,IN PROGRESS,51268,Y0159674,14/12/2018 00:00,14/12/2018 22:42,Karolina Sturlis,267,3,0,0,,BREMSEN TECHNIK UK LTD,DAY,12:30:00,1,0,1,0,UK,17,48,48,4,2,0,01/01/1970 00:00,
808,IN PROGRESS,51065,Y0159646,14/12/2018 00:00,14/12/2018 22:41,Karolina Sturlis,267,3,0,0,,920ENGINEERING,DAY,12:30:00,1,0,1,0,UK,4,125,125,5,0,0,01/01/1970 00:00,
809,IN PROGRESS,48238,Y0159779,14/12/2018 00:00,14/12/2018 22:37,Karolina Sturlis, ,3,0,0,,FOREEVER,DAY,09:30:00,3,0,1,0,UK,23,287,287,23,3,0,01/01/1970 00:00,
810,IN PROGRESS,51291,Y0159724,14/12/2018 00:00,14/12/2018 22:05,Karolina Sturlis,267,3,0,0,,LUMETER LIMITED,DAY,12:00:00,1,0,1,0,UK,3,161,161,12,1,0,01/01/1970 00:00,
811,IN PROGRESS,48258,Y0159802,14/12/2018 00:00,14/12/2018 20:41,Nicoleta Rus,260,0,0,0,,TMD FRICTION UK LTD,LATE,15:00:00,29,0,24,0,UK,116,5741,5741,363,1,1,01/01/1970 00:00,
812,IN PROGRESS,48261,Y0159721,14/12/2018 00:00,14/12/2018 20:34,Ionut Petreanu,267,7,0,0,,HELLA (UK) LIMITED,DAY,10:00:00,28,0,90,0,Germany,137,758,758,28,25,85,01/01/1970 00:00,
813,IN PROGRESS,48253,Y0159786,14/12/2018 00:00,14/12/2018 20:20,Ionut Petreanu,259,9,0,0,,LESJOFORS SPRINGS UK LTD,DAY,12:00:00,24,0,32,0,UK,99,2880,2880,81,42,65,01/01/1970 00:00,
814,IN PROGRESS,48251,Y0159553,14/12/2018 00:00,14/12/2018 14:18,Steffi Fernandes,260,10,0,0,,MOOVE LUBRICANTS LIMITED,DAY,12:00:00,14,0,17,0,UK,15,2904,2904,17,1,12,01/01/1970 00:00,
815,IN PROGRESS,49551,Y0159647,14/12/2018 00:00,14/12/2018 14:09,Valency Fernandes, 250a,18,0,0,,SOGEFI FILTRATION LTD.,DAY,06:00:00,121,0,68,1,UK,249,20368,20368,925,11,1,01/01/1970 00:00,
816,IN PROGRESS,48189,Y0159680-Y0159681,13/12/2018 00:00,14/12/2018 14:06,Carmen Gugulici,250b,10,0,0,,ASPA GMBH,DAY,12:00:00,32,0,10,0,Germany,201,4196,4196,114,18,9,01/01/1970 00:00,
817,IN PROGRESS,48237,Y0159791-Y0159788,14/12/2018 00:00,14/12/2018 13:08,Steffi Fernandes,267,10,0,0,,TRW - AFTERMARKET OPERATIONS,DAY,08:30:00,30,0,25,0,UK,126,3971,3971,171,15,11,01/01/1970 00:00,
818,IN PROGRESS,51292,Y0159807,14/12/2018 00:00,14/12/2018 12:37,Steffi Fernandes,261,5,0,0,,DEB LIMITED,DAY,08:00:00,14,0,24,0,UK,10,2090,2090,38,0,29,01/01/1970 00:00,
819,IN PROGRESS,48243,Y0159787,14/12/2018 00:00,14/12/2018 12:03,Steffi Fernandes,263,5,0,0,,CASTROL (UK) LIMITED,DAY,10:00:00,20,0,27,0,UK,10,3837,3837,48,1,27,01/01/1970 00:00,
820,IN PROGRESS,42337,Y0155133,08/10/2018 00:00,14/12/2018 09:58,Rakesh Patel,256,1,0,0,,BAILCAST LIMITED,DAY,11:30:00,19,0,3,0,UK,2,4176,4176,117,0,0,01/01/1970 00:00,
821,IN PROGRESS,51230,Y0159719,14/12/2018 00:00,14/12/2018 09:46,Steffi Fernandes,264,1,0,0,,ROBERT BOSCH LIMITED,DAY,09:00:00,63,0,37,34,Germany,275,8206,8206,325,18,45,01/01/1970 00:00,
822,IN PROGRESS,50922,Y0159550,14/12/2018 00:00,14/12/2018 09:42,Steffi Fernandes,260,2,0,0,,U-POL LTD (PAINT),DAY,08:00:00,5,0,12,0,UK,1,1440,1440,0,0,11,01/01/1970 00:00,
823,IN PROGRESS,48259,Y0159552,14/12/2018 00:00,14/12/2018 09:30,Steffi Fernandes,259,11,0,0,,BREMBO ITALY,DAY,06:00:00,37,0,22,0,ITALY,112,8664,8664,459,0,0,01/01/1970 00:00,
824,IN PROGRESS,50988,Y0159254,14/12/2018 00:00,14/12/2018 08:57,Steffi Fernandes,257,4,0,0,,3M AUTOMOTIVE (PAINT),DAY,09:30:00,6,0,25,0,UK,1,776,776,0,0,25,01/01/1970 00:00,
825,IN PROGRESS,48235,Y0159545,14/12/2018 00:00,14/12/2018 08:14,Steffi Fernandes,260,5,0,0,,SHELL U K OIL PRODUCTS LIMITED,DAY,07:00:00,16,0,33,0,UK,2,2970,2970,0,0,34,01/01/1970 00:00,
826,IN PROGRESS,48231,Y0159795-Y0159797,14/12/2018 00:00,14/12/2018 06:50,Steffi Fernandes,257,8,0,0,,VALEO SERVICE UK LTD.,DAY,05:30:00,2,0,5,0,UK,13,132,132,5,2,4,01/01/1970 00:00,
827,IN PROGRESS,50781,Y0159568,12/12/2018 00:00,14/12/2018 06:14,Catalin Zamfir,267,17,0,0,,LUK AFTERMARKET-SERVICE LTD.,NIGHT,22:00:00,41,0,75,0,Germany,158,2951,2951,196,19,80,01/01/1970 00:00,
828,ROLLED,51066,Y0159541,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,WAI GLOBAL,DAY,12:30:00,0,0,1,0,Holland,5,25,25,0,1,0,01/01/1970 00:00,
829,ROLLED,IN81335,Y0159751,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,MEYLE UK LTD.,LATE,UNBOOKED,0,0,0,2,Germany,2,11,11,1,1,0,01/01/1970 00:00,
830,ROLLED,51272,Y0159683,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,V GROUP INTERNATIONAL LTD,LATE,15:30:00,1,0,1,0,UK,1,200,200,0,6,0,01/01/1970 00:00,
831,ROLLED,51320,Y0159735,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,VIGNAL SYSTEMS,LATE,16:00:00,1,0,1,0,France,2,60,60,12,0,0,01/01/1970 00:00,
832,ROLLED,51422,4070,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,UNIVERSAL ROTATING  ELECTRICALS,NIGHT,RETURN TO SUPPLIER ,0,0,0,0,UK,1,8,8,0,0,0,01/01/1970 00:00,
833,ROLLED,IN81632,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,UNICORN BV,DAY,UNBOOKED,0,0,0,2,Netherland,2,2,2,0,0,0,01/01/1970 00:00,
834,ROLLED,48234,Y0159757,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,TMD FRICTION ROMANIA,LATE,17:30:00,28,0,34,0,Romania,44,6681,6681,347,0,0,01/01/1970 00:00,
835,ROLLED,IN81605,Y0159748,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,TECHTRONIC,LATE,UNBOOKED,0,0,0,2,UK,1,16,16,0,2,0,01/01/1970 00:00,
836,ROLLED,49284,Y0159794,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,SUPERTOUCH,DAY,UNBOOKED,3,0,0,10,UK,5,390,390,28,0,0,01/01/1970 00:00,
837,ROLLED,50617,Y0159738,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,TETROSYL LIMITED,LATE,19:00:00,21,0,24,0,UK,11,7807,7807,91,0,22,01/01/1970 00:00,
838,ROLLED,IN81578,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,THE ACE SUPPLY COMPANY LIMITED,DAY,UNBOOKED,0,0,0,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
839,ROLLED,48247,Y0159741,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,MOTIVE COMPONENTS LTD,LATE,17:00:00,14,0,3,0,UK,65,5047,5047,67,4,2,01/01/1970 00:00,
840,ROLLED,IN81389,Y0159753,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,JACK SEALEY LIMITED,LATE,UNBOOKED,0,0,0,1,UK,1,6,6,1,0,0,01/01/1970 00:00,
841,ROLLED,IN81551,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,P F JONES LTD,DAY,UNBOOKED,0,0,0,0, ,0,0,0,0,0,0,01/01/1970 00:00,
842,ROLLED,48249,Y0159770,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,RING AUTOMOTIVE,DAY,11:30:00,9,0,4,0,UK,25,1283,1283,67,2,0,01/01/1970 00:00,
843,ROLLED,51381,Y0159801,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,REMY,NIGHT,EXCESSREPORTED,0,0,0,0,UK,1,1,1,0,1,0,01/01/1970 00:00,
844,ROLLED,51376,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,BRAKE ENGINEERING,DAY,COLLECTION ,0,0,1,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
845,ROLLED,49570,Y0159747,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,PERFORMANCE 3000,DAY,10:30:00,0,0,0,3,UK,1,3,3,0,1,0,01/01/1970 00:00,
846,ROLLED,48240,Y0159760,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,BRAKE ENGINEERING,LATE,16:00:00,10,0,5,0,UK,91,947,947,128,5,0,01/01/1970 00:00,
847,ROLLED,51382,Y0159792,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,OSRAM LIMITED,NIGHT,EXCESSREPORTED,3,0,0,0,Germany,1,780,780,1,0,0,01/01/1970 00:00,
848,ROLLED,49559,Y0159617,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,NGK SPARK PLUGS (UK) LTD.,DAY,09:00:00,18,0,2,4,UK,92,14923,2752,86,3,0,01/01/1970 00:00,
849,ROLLED,49363,Y0159559,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,OJD QUICK BRAKE APS,LATE,15:30:00,22,0,4,0,Denmark,124,7867,7867,94,8,1,01/01/1970 00:00,
850,ROLLED,51420,Y0159810,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,MOTOR SERVICE INTERNATIONAL GMBH,NIGHT,EXCESSREPORTED,1,0,0,0,Germany,8,69,69,1,2,0,01/01/1970 00:00,
851,ROLLED,IN81362,Y0159750,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,AXEL KUGELATADET,NIGHT,UNBOOKED,3,0,0,2,Germany,25,427,427,14,2,0,01/01/1970 00:00,
852,ROLLED,51419,Y0159818,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,NORMFEST GMBH,NIGHT,EXCESSREPORTED,2,0,0,0,Germany,1,672,672,10,0,0,01/01/1970 00:00,
853,ROLLED,51327,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,CAIU9045815,,09:00:00,0,0,48,0,Turkey,0,0,0,0,0,0,01/01/1970 00:00,
854,ROLLED,51328,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,TRLU8208575,,11:00:00,0,0,48,0,Turkey,0,0,0,0,0,0,01/01/1970 00:00,
855,ROLLED,51329,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,MEDU8297979,,13:00:00,0,0,48,0,Turkey,0,0,0,0,0,0,01/01/1970 00:00,
856,ROLLED,51339,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,34FL9781,,?,0,0,66,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
857,ROLLED,IN81659,Y0159744,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,MASTERCOOL EUROPE NV,LATE,UNBOOKED,0,0,0,1,Belgium,2,15,15,1,1,0,01/01/1970 00:00,
858,ROLLED,48257,Y0159785,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,MARTIN COX CHAMOIS FINISHERS LTD,LATE,17:00:00,17,0,3,0,UK,14,2775,2775,93,2,22,01/01/1970 00:00,
859,ROLLED,47980,Y0159725,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,MEGUIARS,LATE,16:30:00,14,0,4,0,UK,48,2433,2433,81,3,2,01/01/1970 00:00,
860,ROLLED,47974,Y0159539-Y0159756,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,HENKEL LIMITED (PAINT),DAY,11:30:00,10,0,1,0,UK,17,2222,2222,27,2,1,01/01/1970 00:00,
861,ROLLED,51421,Y0159813-Y0159780,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,LPR SRL,NIGHT,EXCESSREPORTED,0,0,0,0,Italy,4,82,82,4,0,0,01/01/1970 00:00,
862,ROLLED,50947,Y0159551,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,KAUTEK OTOMOTIV A.S.,LATE,16:30:00,49,0,34,0,Turkey,137,13036,13036,550,6,0,01/01/1970 00:00,
863,ROLLED,51394,Y0159739,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,KAYABA U.K.,NIGHT,EXCESSREPORTED,1,0,0,0,UK,2,134,134,0,2,0,01/01/1970 00:00,
864,ROLLED,51398,4064,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,H&R SPEZIALFEDERN GMBH XO .KG,DAY,RETURN TO SUPPLIER ,0,0,0,0,Germany,0,0,0,0,0,0,01/01/1970 00:00,
865,ROLLED,48244,Y0159585,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,KALIMEX,DAY,10:00:00,1,0,0,10,UK,1,120,120,3,0,0,01/01/1970 00:00,
866,ROLLED,51401,Y0159789-Y0159800,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,JOHNSON CONTROL,NIGHT,EXCESSREPORTED,5,0,0,0,UK,3,2516,2516,17,1,0,01/01/1970 00:00,
867,ROLLED,50498,Y0159540,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,HARRISON WIPES (PAINT),LATE,17:00:00,26,0,66,0,UK,3,3270,3270,120,0,53,01/01/1970 00:00,
868,ROLLED,IN81686,Y0159749,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,HELLA (UK) LTD.,NIGHT,UNBOOKED,0,0,0,1,UK,1,1,1,1,0,0,01/01/1970 00:00,
869,ROLLED,51423,Y0159803,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,GULF OIL SUPPLY COMPANY LIMITED,NIGHT,EXCESSREPORTED,0,0,0,0,MALTA,1,32,32,0,0,1,01/01/1970 00:00,
870,ROLLED,51402,4067,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,FAI AUTOMOTIVE PLC,DAY,RETURN TO SUPPLIER ,0,0,0,0,UK,0,0,0,0,0,0,01/01/1970 00:00,
871,ROLLED,48275,Y0159783,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,EUROPEAN SPRINGS & PRESSINGS LIMITE,LATE,17:30:00,11,0,32,0,UK,6,2880,2880,30,0,28,01/01/1970 00:00,
872,ROLLED,49202,,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,DURAND,,10:00:00,0,0,33,0,France,0,0,0,0,0,0,01/01/1970 00:00,
873,ROLLED,51351,Y0159763,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,ELTA LIGHTING LTD,DAY,9:00 TO 12:00,1,0,0,1,UK,5,1000,250,5,1,0,01/01/1970 00:00,
874,ROLLED,51271,Y0159717-Y0159718,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,EXEDY CLUTCH EUROPE LTD,LATE,17:00:00,3,0,3,0,UK,21,130,130,11,7,2,01/01/1970 00:00,
875,ROLLED,IN81443,Y0159746,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,EUROSTAR INDUSTRIES,INC.,LATE,UNBOOKED,1,0,0,2,USA,4,121,121,3,1,0,01/01/1970 00:00
876,ROLLED,48248,Y0159767,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,CORTECO LIMITED,DAY,11:00:00,12,0,5,0,UK,37,1773,1773,88,3,2,01/01/1970 00:00,
877,ROLLED,51293,Y0159805,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,DEB LIMITED,LATE,16:00:00,15,0,26,0,UK,1,3120,3120,0,0,25,01/01/1970 00:00,
878,ROLLED,48262,Y0159730,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,DE OLIBRION,NIGHT,22:00:00,19,0,57,0,Holland,23,4584,4584,45,0,47,01/01/1970 00:00,
879,ROLLED,48283,Y0159761,14/12/2018 00:00,14/12/2018 06:05,,,0,0,0,,COMPLETE STEERING,DAY,11:00:00,4,0,9,0,UK,18,84,84,0,1,17,01/01/1970 00:00,
